Y,Y_rf,Y_close
1067.39,1071.8893779779119,1065.85
1066.45,1069.993633792849,1060.2
1062.0,1065.181301864068,1055.13
1057.33,1061.0212366352157,1052.93
1054.0,1055.8975305394918,1074.0
1073.53,1055.365306865105,1092.75
1095.72,1075.8723379231822,1095.76
1101.0,1094.6126024397975,1109.85
1111.0,1099.4159450239592,1113.9
1114.98,1111.4266802978577,1111.31
1108.37,1113.646645399247,1110.14
1112.59,1112.4325743674626,1112.34
1118.87,1111.1258918185626,1131.17
1141.58,1115.0457397168814,1127.89
1135.81,1132.5574279076768,1138.79
1140.0,1134.0844392209956,1136.16
1138.42,1140.424517120789,1143.5
1141.67,1137.3437052787472,1168.0
1166.78,1145.273365681934,1175.65
1179.0,1170.4256926922283,1170.05
1176.79,1176.8774016803372,1181.5
1184.6,1174.9754204984347,1190.0
1185.38,1183.4154934515054,1188.0
1183.34,1184.621607908995,1178.41
1182.0,1187.2882308941898,1188.0
1185.0,1180.7247483248577,1154.1
1139.0,1182.2596988204996,1116.75
1111.55,1143.6880141023876,1057.0
1058.0,1115.7436217555114,1081.0
1078.0,1069.671424851575,1048.4
1054.07,1066.5702710492499,1012.4
1016.78,1047.2430565634818,1046.1
1059.54,1020.8568837314774,1053.46
1050.65,1046.4081912916445,1054.14
1060.42,1056.4154056042107,1072.7
1081.38,1057.288691589828,1093.99
1098.24,1073.824826361913,1095.5
1093.93,1094.9314330252378,1103.0
1103.35,1099.1220264954388,1112.0
1105.74,1104.5186424230785,1115.0
1115.27,1113.5694579253986,1128.15
1130.8,1119.2586010044429,1145.0
1140.63,1131.5371232217099,1119.5
1120.67,1143.1626219904979,1103.92
1102.31,1118.9440524943398,1074.69
1066.76,1103.833776530092,1083.98
1083.0,1080.687062263975,1094.76
1100.0,1085.1522709329986,1082.4
1090.07,1094.3126927603887,1114.39
1116.57,1093.89604159793,1130.0
1128.26,1116.1763604828725,1159.5
1164.67,1131.4572860564608,1165.0
1165.53,1161.3024320504048,1139.0
1147.0,1166.177071345909,1148.89
1150.0,1149.9380460953241,1150.61
1151.26,1150.2149213727746,1134.42
1118.88,1147.9362346377488,1098.84
1102.53,1134.6141447731752,1097.8
1095.64,1095.9088824228995,1094.99
1082.89,1095.6185778363183,1042.0
1041.41,1093.7237145833583,1028.64
1044.93,1046.6929484265231,1055.9
1065.01,1042.0675260759424,1011.0
999.27,1042.376176786161,1008.78
1012.34,1009.1996830829562,1037.0
1032.0,1012.2665230265152,1012.74
1014.94,1036.6816005384026,1017.84
999.04,1003.0734238307223,1036.0
1038.88,1022.0846314123665,1016.75
1022.5,1025.3007499773512,1009.75
1021.65,1021.6505541451072,1022.0
1037.0,1016.3284563806629,1034.0
1033.0,1032.4951781899933,1025.06
1032.89,1033.9862788090247,1036.0
1040.25,1025.8865503281274,1036.04
1042.0,1040.1331321407652,1050.0
1055.5,1041.3215205712993,1080.97
1083.79,1051.14320842291,1077.94
1076.48,1080.4554571811975,1090.0
1084.54,1080.7210777757793,1079.88
1079.2,1076.9297251995765,1069.47
1075.11,1076.0454858734563,1026.43
1026.55,1070.126247854424,1036.0
1031.82,1037.635143929262,1047.0
1050.79,1037.02922942641,1030.23
1035.0,1047.6657838575288,1020.0
1019.6,1030.7300689477715,1040.0
1043.76,1023.7235436776497,1026.31
1027.13,1032.5756786284605,1024.5
1028.5,1028.4140364267553,1050.7
1055.82,1025.0938683185893,1059.0
1060.0,1051.4715739311919,1058.71
1062.78,1061.3011118093484,1092.1
1090.65,1060.024071111055,1104.0
1101.0,1093.4900934265181,1103.1
1105.0,1105.0762626969445,1106.5
1103.01,1104.2590122648328,1084.0
1083.5,1107.999880874286,1087.75
1083.16,1084.1507072242828,1081.26
1081.69,1089.2308064172169,1069.55
1075.0,1080.7101972357084,1084.9
1089.34,1074.1804370515972,1076.55
1065.0,1085.5194799351673,1084.06
1084.49,1078.986150458156,1085.45
1086.5,1087.4275487701534,1084.0
1073.36,1082.488476510086,1071.07
1074.84,1085.2914601255095,1076.23
1078.54,1072.2117297377147,1106.0
1109.0,1080.9297537503073,1135.89
1138.57,1107.2444311832433,1152.0
1155.25,1136.5814889578528,1151.02
1153.0,1152.8350811032426,1144.99
1145.5,1151.232116204875,1133.67
1125.0,1140.937057360057,1134.0
1132.5,1132.7254598898917,1142.0
1141.73,1136.319590630033,1149.95
1152.0,1144.6376964235667,1144.0
1144.0,1149.2644570691132,1162.5
1157.9,1147.060069687973,1159.27
1154.38,1159.1283379927045,1179.0
1165.0,1159.5763877074198,1178.69
1182.1,1180.3252936901574,1187.55
1182.67,1178.4311908660354,1167.99
1171.99,1187.4677774585955,1166.69
1155.18,1166.9550468445202,1140.0
1140.48,1164.0994210271606,1132.62
1120.1,1130.624447684327,1117.75
1118.2,1132.3955444961268,1126.78
1132.2,1131.4925727427833,1126.8
1119.04,1124.650378814205,1141.5
1150.0,1132.6911773616298,1116.3
1126.0,1129.0819943960769,1139.0
1139.5,1126.6645028877508,1155.08
1160.0,1139.1242204304945,1168.0
1169.71,1155.2377614069442,1157.0
1159.81,1163.5802273548072,1171.46
1177.67,1165.2972358111624,1204.26
1203.0,1172.0312405112431,1204.0
1204.2,1203.7516433079672,1183.06
1185.0,1201.9806683615243,1213.97
1192.8,1183.2843819391928,1212.0
1207.99,1204.3700555866205,1201.01
1203.5,1200.54758117514,1198.0
1195.9,1199.4197114450526,1254.75
1256.8,1198.8446557409677,1256.3
1254.3,1252.2802719360593,1256.2
1262.0,1256.918474732531,1285.0
1292.79,1268.2194421102831,1248.88
1249.5,1265.791880145682,1231.0
1234.0,1245.7685570224994,1231.6
1231.99,1229.3359676226821,1232.8
1220.0,1225.8785649991314,1243.0
1247.0,1235.8485005320283,1238.16
1240.0,1240.6402321247194,1236.25
1243.33,1239.3927450965068,1257.89
1260.7,1240.133045104176,1259.85
1260.99,1259.0268025235696,1264.9
1261.74,1259.9583264370233,1253.48
1251.99,1264.1219861270476,1250.89
1259.0,1252.2139137479162,1258.53
1247.0,1249.8901722513544,1232.22
1243.97,1249.2862550936657,1223.99
1220.37,1230.7950103126323,1215.5
1222.99,1222.920284272663,1222.54
1227.0,1217.2391280421073,1209.37
1216.65,1218.3178110893123,1224.74
1221.0,1218.9592063740806,1222.5
1225.5,1224.7635225582983,1236.89
1243.87,1228.3527795994494,1257.89
1257.51,1236.7320688533398,1247.19
1253.74,1255.3830664974757,1262.03
1260.62,1251.8903145113527,1253.0
