Date,Open,High,Low,Close,Volume,SP500,ADS_Index,Returns,Mkt-RF,SMB,HML,RF,Average_OC,Average_all,O-C,H-L,open_tmr,close_tmr,logVol
2016-02-26,734.56,736.16,721.93,724.31,15293,1948.05,-0.587481881662064,0.011337855955739523,-0.01,0.82,0.26,0.001,729.435,729.2399999999999,10.25,14.230000000000018,720.0,718.2,9.635150486348124
2016-02-29,720.0,730.6,716.84,718.2,30755,1932.23,-0.60751471564431,-0.005859808592114494,-0.69,0.66,0.26,0.001,719.1,721.41,1.7999999999999545,13.759999999999991,722.89,742.99,10.333807861642468
2016-03-01,722.89,742.99,718.64,742.99,20668,1978.35,-0.61390504591479,-0.010595924933405035,2.34,-0.64,0.3,0.001,732.94,731.8775,-20.100000000000023,24.350000000000023,741.4,739.48,9.936341889407075
2016-03-02,741.4,743.13,733.25,739.48,12887,1986.45,-0.620880498580118,0.03419571739942981,0.54,0.5,0.71,0.001,740.44,739.315,1.919999999999959,9.879999999999995,739.45,731.41,9.46397433028839
2016-03-03,739.45,741.0,729.63,731.41,13931,1993.4,-0.627722430542132,-0.003631095093689027,0.51,0.44,0.64,0.001,735.4300000000001,735.3725000000001,8.040000000000077,11.370000000000005,732.7,729.66,9.541871851706224
2016-03-04,732.7,735.22,725.62,729.66,17152,1999.99,-0.634431731498292,-0.010726924780407106,0.37,0.27,0.28,0.001,731.1800000000001,730.8,3.0400000000000773,9.600000000000023,727.5,712.0,9.749870063870528
2016-03-07,727.5,728.0,705.14,712.0,21932,2001.76,-0.653211559976864,-0.001874465769189366,0.21,1.21,0.54,0.001,719.75,718.16,15.5,22.860000000000014,707.75,712.9,9.995702036523939
2016-03-08,707.75,722.25,704.0,712.9,18146,1979.26,-0.658245750151106,-0.02414495956703295,-1.27,-1.14,-0.49,0.001,710.325,711.725,-5.149999999999977,18.25,715.0,725.41,9.806205429729575
2016-03-09,715.0,726.24,712.66,725.41,13659,1989.26,-0.662559138211008,0.0010236636052651862,0.5,0.04,0.38,0.001,720.2049999999999,719.8274999999999,-10.409999999999968,13.580000000000041,729.95,731.5,9.522153924002891
2016-03-10,729.95,736.54,723.29,731.5,14352,1989.57,-0.666152285052297,0.016512452104260486,-0.11,-0.81,0.63,0.001,730.725,730.3199999999999,-1.5499999999999545,13.25,738.0,743.37,9.571644584298577
2016-03-11,738.0,745.15,736.7,743.37,12288,2022.19,-0.669025657913414,0.009275729185074457,1.69,0.27,0.19,0.001,740.685,740.805,-5.3700000000000045,8.449999999999932,743.75,750.4,9.416378455387454
2016-03-14,743.75,754.26,741.3,750.4,11453,2019.64,-0.673361614264634,0.017196995580190187,-0.12,-0.07,-0.87,0.001,747.075,747.4275,-6.649999999999977,12.960000000000036,747.09,750.93,9.346006983397716
2016-03-15,747.09,753.01,742.84,750.93,19155,2015.93,-0.67355309600768,0.007183442215835408,-0.36,-1.43,0.67,0.001,749.01,748.4675,-3.839999999999918,10.169999999999959,749.1,758.0,9.860319057134749
2016-03-16,749.1,759.0,746.5,758.0,9152,2027.22,-0.673188952843501,0.00043978519063534566,0.63,0.1,-0.04,0.001,753.55,753.15,-8.899999999999977,12.5,758.79,758.48,9.12172771361958
2016-03-17,758.79,765.34,754.79,758.48,16117,2040.59,-0.672269137420377,0.009005754812151457,0.72,0.84,0.58,0.001,758.635,759.35,0.30999999999994543,10.550000000000068,762.0,755.3,9.687629894522718
2016-03-18,762.0,762.25,751.82,755.3,19438,2049.58,-0.67079353012919,0.0014777222261817215,0.54,0.34,-0.19,0.001,758.65,757.8425,6.7000000000000455,10.42999999999995,756.0,762.16,9.874985192063416
2016-03-21,756.0,763.34,751.27,762.16,9767,2051.6,-0.662897702934653,-0.004055791773030124,0.1,-0.2,-0.31,0.001,759.0799999999999,758.1925,-6.159999999999968,12.07000000000005,759.0,760.05,9.186764635447478
2016-03-22,759.0,765.0,757.5,760.05,7234,2049.8,-0.658823769619143,0.008895859504744258,-0.05,-0.01,-0.45,0.001,759.525,760.3875,-1.0499999999999545,7.5,762.0,756.99,8.886547412512042
2016-03-23,762.0,765.39,756.03,756.99,8330,2036.71,-0.653951770411925,-0.002772267171297623,-0.86,-1.17,-0.09,0.001,759.495,760.1025,5.009999999999991,9.360000000000014,752.41,755.05,9.027618735160889
2016-03-24,752.41,757.56,750.5,755.05,11119,2035.94,-0.648281071777711,-0.0032814652741137706,0.0,0.47,-0.06,0.001,753.73,753.88,-2.6399999999999864,7.059999999999945,757.0,753.11,9.31641063570325
2016-03-28,757.0,758.3,752.04,753.11,14996,2037.05,-0.617703526941887,-0.0035968974974157648,0.04,-0.03,0.14,0.001,755.0550000000001,755.1125,3.8899999999999864,6.259999999999991,752.39,766.16,9.615538777855802
2016-03-29,752.39,767.18,748.29,766.16,14449,2055.01,-0.608458787825834,-0.00206879889990661,1.07,1.77,-1.18,0.001,759.275,758.505,-13.769999999999982,18.889999999999986,767.4,767.4,9.57838048699361
2016-03-30,767.4,777.31,767.0,767.4,14773,2063.95,-0.59873346597915,0.0166015327504152,0.41,-0.29,0.14,0.001,767.4,769.7775,0.0,10.309999999999945,769.03,764.0,9.600556469321608
2016-03-31,769.03,769.09,758.25,764.0,10971,2059.74,-0.588526296759885,0.0031938027747035994,-0.11,0.44,-0.48,0.001,766.515,765.0925,5.029999999999973,10.840000000000032,759.84,769.67,9.30301070681749
2016-04-01,759.84,770.04,755.2,769.67,11088,2072.78,-0.577835952868587,-0.007105386100186213,0.64,-0.25,-0.62,0.0,764.755,763.6875,-9.829999999999927,14.839999999999918,772.99,765.12,9.313618721429684
2016-04-04,772.99,772.99,761.78,765.12,9770,2066.13,-0.548218098717673,0.00883483691369768,-0.41,-0.25,-0.74,0.0,769.0550000000001,768.22,7.8700000000000045,11.210000000000036,757.6,759.11,9.187071745036828
2016-04-05,757.6,762.87,755.6,759.11,8627,2045.17,-0.539698562895029,-0.0059291517337502885,-0.94,-0.08,-0.36,0.0,758.355,758.795,-1.509999999999991,7.269999999999982,761.57,770.49,9.062652099076578
2016-04-06,761.57,770.49,756.3,770.49,9207,2066.66,-0.532076147286046,-0.008597586567421458,1.14,0.17,-0.82,0.0,766.03,764.7124999999999,-8.919999999999959,14.190000000000055,765.7,759.55,9.127719343287845
2016-04-07,765.7,769.36,757.5,759.55,8378,2041.91,-0.525349860702292,0.012445792773613155,-1.23,-0.05,-0.35,0.0,762.625,763.0275,6.150000000000091,11.860000000000014,764.0,759.47,9.03336450150698
2016-04-08,764.0,767.13,755.77,759.47,8147,2047.6,-0.519518828484365,-0.010404574965980875,0.29,0.02,0.68,0.0,761.735,761.5925,4.529999999999973,11.360000000000014,764.6,757.7,9.005405040310642
2016-04-11,764.6,767.22,757.34,757.7,11480,2041.99,-0.50687340689431,-0.0008555255749133965,-0.28,-0.1,0.95,0.0,761.1500000000001,761.7150000000001,6.899999999999977,9.879999999999995,759.8,764.0,9.348361669873558
2016-04-12,759.8,764.92,751.56,764.0,9679,2061.72,-0.503873114982076,-0.0025444711718033697,0.99,-0.06,0.85,0.0,761.9,760.0699999999999,-4.2000000000000455,13.360000000000014,769.92,772.2,9.17771386914909
2016-04-13,769.92,775.75,764.59,772.2,12762,2082.42,-0.501538344603621,0.008910246571588,1.23,0.84,0.35,0.0,771.06,770.615,-2.2800000000000864,11.159999999999968,772.8,775.55,9.454227284428292
2016-04-14,772.8,779.61,772.8,775.55,9778,2082.78,-0.499868792154744,0.009881369139591641,0.03,-0.28,0.18,0.0,774.175,775.1899999999999,-2.75,6.810000000000059,774.99,780.5,9.187890243138591
2016-04-15,774.99,780.93,774.05,780.5,10916,2080.73,-0.498864240533524,0.004498219989547244,-0.04,0.33,-0.32,0.0,777.745,777.6175,-5.509999999999991,6.8799999999999955,778.6,788.48,9.29798488182823
2016-04-18,778.6,788.55,777.61,788.48,11721,2094.34,-0.499549806528352,0.005927771754379078,0.65,0.09,-0.19,0.0,783.54,783.31,-9.879999999999995,10.93999999999994,790.29,775.5,9.36913738372318
2016-04-19,790.29,792.2,770.27,775.5,15287,2100.8,-0.500580828728267,0.009797987439395323,0.29,-0.36,1.48,0.0,782.895,782.065,14.789999999999964,21.930000000000064,778.02,775.0,9.634758073001034
2016-04-20,778.02,779.99,771.27,775.0,11981,2102.4,-0.501942904389366,-0.014617273875344294,0.15,-0.1,0.54,0.0,776.51,776.0699999999999,3.019999999999982,8.720000000000027,777.59,732.45,9.3910773406399
2016-04-21,777.59,781.68,717.0,732.45,21675,2091.48,-0.503636210630521,-0.001714856966692074,-0.47,0.11,-0.59,0.0,755.02,752.18,45.139999999999986,64.67999999999995,738.89,737.75,9.983914801648742
2016-04-22,738.89,753.92,730.37,737.75,51529,2091.58,-0.505660967642501,0.006534143402640903,0.12,0.82,0.49,0.0,738.3199999999999,740.2325,1.1399999999999864,23.549999999999955,736.99,742.25,10.849900034962806
2016-04-25,736.99,744.88,735.1,742.25,17803,2087.79,-0.513770921778694,-0.05566176966490186,-0.24,-0.58,-0.17,0.0,739.62,739.8050000000001,-5.259999999999991,9.779999999999973,745.89,722.01,9.787122261404862
2016-04-26,745.89,745.89,720.32,722.01,19767,2091.7,-0.516722652386723,0.006000101615490693,0.29,0.65,0.78,0.0,733.95,733.5275,23.879999999999995,25.569999999999936,722.5,728.62,9.89176915958193
2016-04-27,722.5,730.77,709.08,728.62,23130,2095.15,-0.519561505934243,-0.022950389026630994,0.21,0.09,0.68,0.0,725.56,722.7425,-6.1200000000000045,21.68999999999994,725.5,710.98,10.048885755225484
2016-04-28,725.5,729.26,703.2,710.98,22428,2075.81,-0.522287851574411,-0.005404895492245969,-0.96,-0.15,0.05,0.0,718.24,717.2350000000001,14.519999999999982,26.059999999999945,710.5,707.88,10.018065457243564
2016-04-29,710.5,712.11,703.78,707.88,20346,2065.3,-0.52490204383031,-0.022994064378082914,-0.5,-0.14,0.38,0.0,709.19,708.5675,2.6200000000000045,8.330000000000041,713.49,714.41,9.920639611353694
2016-05-02,713.49,715.41,706.36,714.41,11337,2081.43,-0.53226220411692,0.003991692129061643,0.78,-0.01,-0.36,0.001,713.95,712.4175,-0.9199999999999591,9.049999999999955,711.85,707.9,9.335826992017598
2016-05-03,711.85,714.41,707.33,707.9,13532,2063.37,-0.533542336013317,0.009182394564927,-1.05,-0.66,-0.49,0.001,709.875,710.3725,3.9500000000000455,7.079999999999927,705.9,712.0,9.512812529900598
2016-05-04,705.9,715.05,704.05,712.0,10481,2051.12,-0.53363587555836,-0.008391617019719463,-0.66,-0.15,0.06,0.001,708.95,709.25,-6.100000000000023,11.0,719.92,713.85,9.257319373170178
2016-05-05,719.92,719.92,709.45,713.85,9977,2050.63,-0.532542834915555,0.0041273088166449805,-0.08,-0.5,0.09,0.001,716.885,715.7850000000001,6.069999999999936,10.469999999999914,712.5,725.3,9.208037722913508
2016-05-06,712.5,725.99,710.95,725.3,14261,2057.14,-0.530263071950272,0.004684215566288854,0.38,0.05,0.24,0.001,718.9,718.685,-12.799999999999955,15.039999999999964,728.0,729.13,9.565283817736766
2016-05-09,728.0,734.29,723.5,729.13,13620,2058.69,-0.51647239446581,0.01454299345414657,0.05,0.36,-1.48,0.001,728.565,728.73,-1.1299999999999955,10.789999999999964,732.12,738.22,9.519294579703503
2016-05-10,732.12,740.0,731.0,738.22,11536,2084.39,-0.510244156939231,0.005432159193876402,1.26,-0.4,0.47,0.001,735.1700000000001,735.335,-6.100000000000023,9.0,737.99,731.0,9.353227859524731
2016-05-11,737.99,740.8,727.9,731.0,10063,2064.46,-0.503456516417241,0.013959954498016432,-0.89,-0.36,0.78,0.001,734.495,734.4224999999999,6.990000000000009,12.899999999999977,733.89,727.06,9.216620609933333
2016-05-12,733.89,735.37,724.27,727.06,8916,2064.11,-0.496108590262219,-0.012014345248396481,-0.11,-0.6,0.15,0.001,730.4749999999999,730.1474999999999,6.830000000000041,11.100000000000023,728.0,725.09,9.095602694505759
2016-05-13,728.0,731.29,723.51,725.09,8509,2046.61,-0.48819942297924,-0.0034004516572976352,-0.82,0.38,-0.66,0.001,726.5450000000001,726.9725000000001,2.909999999999968,7.779999999999973,726.6,730.3,9.048879705849558
2016-05-16,726.6,732.68,720.0,730.3,7270,2066.66,-0.460636286613494,-0.004460038980366312,0.99,0.28,-0.24,0.001,728.45,727.395,-3.699999999999932,12.67999999999995,731.06,720.06,8.891511570527564
2016-05-17,731.06,735.85,718.0,720.06,11420,2047.21,-0.450086817678815,0.00751822414001157,-0.95,-0.78,0.61,0.001,725.56,726.2425,11.0,17.850000000000023,718.5,721.8,9.343121483210002
2016-05-18,718.5,725.57,715.02,721.8,10899,2047.63,-0.439043399393453,-0.01394032333097412,0.1,0.11,0.83,0.001,720.15,720.2225,-3.2999999999999545,10.550000000000068,719.5,715.31,9.296426320889312
2016-05-19,719.5,720.5,710.3,715.31,10076,2040.04,-0.427504595715472,0.002205354633249633,-0.33,-0.32,-0.29,0.001,717.405,716.4024999999999,4.190000000000055,10.200000000000045,718.38,721.6,9.2179116374725
2016-05-20,718.38,727.7,715.01,721.6,12020,2052.32,-0.415468906185,-0.009004411127920098,0.75,0.9,-0.3,0.001,719.99,720.6724999999999,-3.2200000000000273,12.690000000000055,722.1,717.98,9.394327208089198
2016-05-23,722.1,723.5,716.94,717.98,8675,2048.04,-0.37583373392556,0.00890741426949856,-0.18,0.26,-0.32,0.001,720.04,720.13,4.1200000000000045,6.559999999999945,721.14,733.03,9.06820060481506
2016-05-24,721.14,734.29,719.64,733.03,13242,2076.06,-0.360929344166603,-0.006198971776840096,1.43,0.68,-0.34,0.001,727.085,727.025,-11.889999999999986,14.649999999999977,735.89,738.1,9.491148875484791
2016-05-25,735.89,739.89,732.6,738.1,11517,2090.54,-0.345185437074247,0.021762213443886725,0.72,-0.21,0.57,0.001,736.995,736.62,-2.2100000000000364,7.289999999999964,738.99,738.25,9.351579483668907
2016-05-26,738.99,741.1,733.0,738.25,9123,2090.1,-0.328599965373794,0.006892615954726137,-0.04,-0.09,-0.51,0.001,738.62,737.8349999999999,0.7400000000000091,8.100000000000023,739.63,747.5,9.118553976345474
2016-05-27,739.63,747.91,737.01,747.5,11755,2099.06,-0.311170772356853,-0.001586385727688009,0.49,0.33,-0.22,0.001,743.565,743.0125,-7.8700000000000045,10.899999999999977,749.81,746.59,9.37203396097417
2016-05-31,749.81,753.48,745.57,746.59,14261,2096.96,-0.232463813148433,0.01437514494627969,-0.01,0.5,-0.36,0.001,748.2,748.8625000000001,3.2199999999999136,7.909999999999968,748.85,747.62,9.565283817736766
2016-06-01,748.85,751.37,744.34,747.62,6592,2099.33,-0.210358302746684,0.0016706209105835609,0.2,0.65,-0.25,0.001,748.235,748.045,1.2300000000000182,7.029999999999973,749.54,744.27,8.793612071589308
2016-06-02,749.54,749.54,737.0,744.27,12184,2105.26,-0.188371803735364,-0.000520872777630993,0.35,0.31,-0.59,0.001,746.905,745.0875,5.269999999999982,12.539999999999964,741.89,736.38,9.407878894574997
2016-06-03,741.89,741.89,733.91,736.38,8148,2099.13,-0.167146770032298,-0.005613892514213209,-0.38,-0.14,-0.11,0.001,739.135,738.5174999999999,5.509999999999991,7.980000000000018,738.0,730.06,9.005527777346696
2016-06-06,738.0,739.0,728.29,730.06,10210,2109.41,-0.107928803781451,-0.01136403623778077,0.6,0.68,0.32,0.001,734.03,733.8375,7.940000000000055,10.710000000000036,732.86,736.09,9.231122911158712
2016-06-07,732.86,736.71,730.8,736.09,8191,2112.13,-0.0893869939198215,-0.007913143053438574,0.12,0.19,0.11,0.001,734.475,734.115,-3.230000000000018,5.910000000000082,734.7,742.93,9.010791269515602
2016-06-08,734.7,743.81,734.7,742.93,10805,2119.12,-0.0713423164483609,0.0014098883112609955,0.37,0.45,-0.11,0.001,738.815,739.035,-8.229999999999905,9.1099999999999,739.7,742.52,9.287764268940986
2016-06-09,739.7,743.93,736.5,742.52,6170,2115.48,-0.0537924249093958,0.016065210088443024,-0.27,-0.4,-0.22,0.001,741.11,740.6625,-2.8199999999999363,7.42999999999995,736.85,733.0,8.727454116899434
2016-06-10,736.85,739.64,730.51,733.0,9885,2096.07,-0.0367350371852358,-0.0005519849295788558,-1.05,-0.34,-0.18,0.001,734.925,734.9999999999999,3.8500000000000227,9.129999999999995,729.0,730.5,9.198773735604718
2016-06-13,729.0,739.0,728.31,730.5,7483,2079.06,0.0113370537751859,-0.012644953519403552,-0.84,-0.36,0.1,0.001,729.75,731.7025,-1.5,10.690000000000055,730.0,733.25,8.920389060080359
2016-06-14,730.0,736.0,726.5,733.25,8819,2075.32,0.025654715819773,-0.0017883068288337318,-0.19,0.27,-0.71,0.001,731.625,731.4375,-3.25,9.5,734.76,732.19,9.08466376388818
2016-06-15,734.76,737.15,731.31,732.19,7868,2071.5,0.0388658833069898,0.0018701349294742249,-0.11,0.25,-0.05,0.001,733.475,733.8525000000001,2.5699999999999363,5.840000000000032,731.79,724.86,8.97055917950895
2016-06-16,731.79,735.0,715.54,724.86,15314,2077.99,0.0509722741642071,-0.0014466620037936297,0.24,-0.34,-0.4,0.001,728.325,726.7975,6.92999999999995,19.460000000000036,721.5,703.9,9.63652272167307
2016-06-17,721.5,721.9,701.12,703.9,29185,2071.22,0.061975462658063,-0.010903409204307058,-0.3,-0.1,0.94,0.001,712.7,712.105,17.600000000000023,20.779999999999973,713.3,706.55,10.281410157637891
2016-06-20,713.3,715.87,705.41,706.55,15288,2083.25,0.0888368160401148,-0.028003229892977797,0.71,0.61,-0.01,0.001,709.925,710.2824999999999,6.75,10.460000000000036,710.0,708.8,9.634823485920109
2016-06-21,710.0,715.38,704.66,708.8,9718,2088.9,0.0962971319919093,0.0026659568439980257,0.21,-0.62,0.5,0.001,709.4,709.71,1.2000000000000455,10.720000000000027,714.5,712.25,9.181735114965848
2016-06-22,714.5,714.5,705.88,712.25,9325,2085.45,0.103059730493212,0.0038869031919468644,-0.2,-0.31,0.08,0.001,713.375,711.7825,2.25,8.620000000000005,716.0,715.06,9.140454244512016
2016-06-23,716.0,717.95,700.25,715.06,13754,2113.32,0.109125490925279,0.0022404152491622446,1.45,0.5,0.43,0.001,715.53,712.315,0.9400000000000546,17.700000000000045,689.35,685.2,9.529084969879781
2016-06-24,689.35,705.0,681.4,685.2,30927,2037.41,0.114495202055333,0.006174018945392319,-3.7,0.15,-1.14,0.001,687.2750000000001,690.2375000000001,4.149999999999977,23.600000000000023,680.13,681.14,10.339384867764494
2016-06-27,680.13,683.85,672.66,681.14,18409,2000.54,0.126492389273888,-0.04238991702388179,-2.07,-0.95,-0.67,0.001,680.635,679.4449999999999,-1.009999999999991,11.190000000000055,687.5,691.3,9.820594954446562
2016-06-28,687.5,692.74,684.85,691.3,12102,2036.09,0.128874157031829,-0.005942896890992962,1.76,-0.39,0.14,0.001,689.4,689.0975000000001,-3.7999999999999545,7.889999999999986,694.88,695.6,9.401126007182267
2016-06-29,694.88,699.5,692.68,695.6,14914,2070.77,0.130294792001125,0.014748146672247345,1.8,0.27,-0.07,0.001,695.24,695.665,-0.7200000000000273,6.82000000000005,696.88,703.53,9.61005564810374
2016-06-30,696.88,703.77,694.9,703.53,14863,2098.86,0.130754478915465,0.0056691586304566275,1.42,0.35,0.45,0.001,700.2049999999999,699.77,-6.649999999999977,8.870000000000005,703.27,710.28,9.606630182148894
2016-07-01,703.27,712.53,703.0,710.28,9910,2102.95,0.130253277550696,0.011925368414348405,0.24,0.53,-0.4,0.001,706.775,707.27,-7.009999999999991,9.529999999999973,707.0,704.89,9.201299627324033
2016-07-05,707.0,708.12,699.13,704.89,9087,2088.55,0.123739659624684,0.009506459945138416,-0.85,-0.62,-1.36,0.001,705.9449999999999,704.785,2.1100000000000136,8.990000000000009,700.04,709.5,9.114600099695346
2016-07-06,700.04,713.0,699.0,709.5,9238,2099.73,0.120896223072974,-0.007575237184599563,0.62,0.17,-0.13,0.001,704.77,705.385,-9.460000000000036,14.0,712.0,707.26,9.13108069099055
2016-07-07,712.0,712.0,700.67,707.26,6545,2097.9,0.117559248899826,0.005771388065726837,0.02,0.35,-0.2,0.001,709.63,707.9825,4.740000000000009,11.330000000000041,708.35,717.01,8.786456678344
2016-07-08,708.35,717.9,708.11,717.01,9693,2129.9,0.113728303178466,-0.002414808122807216,1.6,0.89,0.34,0.001,712.6800000000001,712.8425000000001,-8.659999999999968,9.789999999999964,721.5,727.2,9.179159254492609
2016-07-11,721.5,728.93,718.65,727.2,9783,2137.16,0.0993977562846069,0.014764792320601532,0.43,0.6,0.26,0.001,724.35,724.0699999999999,-5.7000000000000455,10.279999999999973,732.55,732.51,9.18840146445743
2016-07-12,732.55,735.6,727.5,732.51,8467,2152.14,0.0939156810943502,0.013038403551700453,0.75,0.62,0.99,0.001,732.53,732.04,0.03999999999996362,8.100000000000023,733.49,729.0,9.043931533642278
2016-07-13,733.49,736.3,729.0,729.0,6739,2152.43,0.0881355017109244,0.007275446961940934,-0.05,-0.53,0.51,0.001,731.245,731.9475,4.490000000000009,7.2999999999999545,735.0,735.1,8.815666824946216
2016-07-14,735.0,736.14,730.59,735.1,6955,2163.75,0.0820564665029249,-0.004145082195019139,0.51,-0.46,0.44,0.001,735.05,734.2075,-0.10000000000002274,5.5499999999999545,736.0,733.2,8.847216104357543
2016-07-15,736.0,741.0,732.51,733.2,11553,2161.74,0.0756777849769315,0.008626402230053225,-0.05,0.3,0.0,0.001,734.6,735.6775,2.7999999999999545,8.490000000000009,736.94,751.0,9.354700422483019
2016-07-18,736.94,755.14,736.51,751.0,13902,2166.89,0.054667853297912,-0.0002310446321807303,0.25,-0.02,-0.12,0.001,743.97,744.8974999999999,-14.059999999999945,18.629999999999995,750.0,754.04,9.53978799366043
2016-07-19,750.0,756.59,748.48,754.04,10736,2163.78,0.0469476762304424,0.023603530985307056,-0.22,-0.62,0.05,0.001,752.02,752.2775,-4.039999999999964,8.110000000000014,753.55,757.53,9.281357859211463
2016-07-20,753.55,760.64,753.55,757.53,7762,2173.02,0.0388565909620278,0.00027871977943825247,0.48,0.45,-0.87,0.001,755.54,756.3175,-3.980000000000018,7.090000000000032,757.0,754.41,8.956995311928852
2016-07-21,757.0,758.15,751.52,754.41,6571,2165.17,0.0303935453603068,0.004859418130953831,-0.38,-0.05,-0.01,0.001,755.7049999999999,755.27,2.590000000000032,6.6299999999999955,755.92,758.01,8.790421306897867
2016-07-22,755.92,759.45,752.65,758.01,7114,2175.03,0.0215574389246844,-0.003532999616238729,0.48,0.23,-0.08,0.001,756.9649999999999,756.5074999999999,-2.090000000000032,6.800000000000068,759.69,756.6,8.8698199525084
2016-07-25,759.69,759.83,754.07,756.6,7314,2168.48,-0.00720180162262131,0.006434703007140768,-0.27,-0.02,-0.24,0.001,758.145,757.5475,3.090000000000032,5.759999999999991,755.1,759.0,8.897545598709327
2016-07-26,755.1,759.5,752.75,759.0,8123,2169.18,-0.0175120245582867,-0.0023206879391270384,0.13,0.57,0.54,0.001,757.05,756.5875,-3.8999999999999773,6.75,758.05,770.0,9.002454823050954
2016-07-27,758.05,770.98,755.93,770.0,10537,2166.58,-0.0281706106638929,0.00017160318187891337,-0.14,0.58,-0.44,0.001,764.025,763.74,-11.950000000000045,15.050000000000068,770.0,797.23,9.262648151599528
2016-07-28,770.0,820.0,759.09,797.23,29178,2170.06,-0.0391789459393393,0.005685577514575792,0.18,-0.41,-0.34,0.001,783.615,786.58,-27.230000000000018,60.90999999999997,768.0,792.35,10.28117027963184
2016-07-29,768.0,803.94,768.0,792.35,38244,2173.6,-0.0505384618645084,0.005066159119860533,0.17,-0.02,0.04,0.001,780.175,783.0725,-24.350000000000023,35.940000000000055,795.0,801.74,10.551741964205338
2016-08-01,795.0,807.49,785.04,801.74,22185,2170.84,-0.0867708442583646,0.032754439291686706,-0.16,0.18,-0.87,0.001,798.37,797.3174999999999,-6.740000000000009,22.450000000000045,801.6,798.25,10.00717166381301
2016-08-02,801.6,802.32,794.53,798.25,14286,2157.03,-0.0992291065502654,0.01205829520757232,-0.7,-0.58,0.17,0.001,799.925,799.1750000000001,3.3500000000000227,7.790000000000077,799.8,798.79,9.567035315714918
2016-08-03,799.8,799.8,793.02,798.79,10716,2163.79,-0.11107258761368,-0.0010243302227724322,0.45,0.46,0.83,0.001,799.295,797.8525,1.009999999999991,6.779999999999973,799.0,797.0,9.2794932306645
2016-08-04,799.0,802.99,793.92,797.0,7641,2164.25,-0.122302827527508,-0.0015009158517449693,0.05,0.08,-0.34,0.001,798.0,798.2275,2.0,9.07000000000005,799.67,806.01,8.941283763647567
2016-08-05,799.67,807.22,753.29,806.01,13608,2182.87,-0.132921286627223,-0.0020924884280775547,0.93,0.43,0.86,0.001,802.8399999999999,791.5474999999999,-6.340000000000032,53.930000000000064,809.5,804.0,9.518413134075697
2016-08-08,809.5,810.0,801.69,804.0,9260,2180.89,-0.160978608934187,0.01206860892659915,-0.06,0.02,0.57,0.001,806.75,806.2975,5.5,8.309999999999945,805.01,807.0,9.133459327640225
2016-08-09,805.01,813.33,803.79,807.0,10409,2181.74,-0.169029377466558,-0.0021089887586664903,0.05,-0.02,-0.32,0.001,806.005,807.2825,-1.990000000000009,9.540000000000077,808.17,807.99,9.250426095515468
2016-08-10,808.17,810.88,805.0,807.99,6668,2175.49,-0.176481658624963,0.0027903361617116493,-0.29,-0.45,-0.13,0.001,808.0799999999999,808.01,0.17999999999994998,5.8799999999999955,809.9,808.2,8.805075243870684
2016-08-11,809.9,813.88,806.0,808.2,9932,2185.79,-0.18333642147423,0.001250035768324679,0.54,0.14,0.04,0.001,809.05,809.495,1.6999999999999318,7.8799999999999955,808.5,807.5,9.203517146628057
2016-08-12,808.5,809.0,803.64,807.5,6198,2184.05,-0.189594557380299,-0.00035873049595282533,-0.06,0.08,-0.18,0.001,808.0,807.16,1.0,5.360000000000014,810.2,805.01,8.731981938347694
2016-08-15,810.2,811.36,804.03,805.01,6510,2190.15,-0.20464895544606,-0.0014239581418618518,0.39,0.73,0.39,0.001,807.605,807.65,5.190000000000055,7.330000000000041,802.0,802.0,8.781094735202615
2016-08-16,802.0,804.99,797.0,802.0,7093,2178.15,-0.208384252575191,-0.0013514685701162402,-0.57,-0.27,0.61,0.001,802.0,801.4975,0.0,7.990000000000009,801.84,805.0,8.866863661202087
2016-08-17,801.84,806.0,796.3,805.0,7402,2182.22,-0.211530503128012,-0.005936015848229724,0.12,-0.55,0.25,0.001,803.4200000000001,802.2850000000001,-3.159999999999968,9.700000000000045,790.12,802.67,8.909505512946101
2016-08-18,790.12,808.0,790.12,802.67,6012,2187.02,-0.214088116230356,0.0052657344514850995,0.32,0.45,0.37,0.001,796.395,797.7275,-12.549999999999955,17.879999999999995,801.7,799.97,8.701512750872865
2016-08-19,801.7,802.01,796.61,799.97,8030,2183.87,-0.216057424464003,-0.0033205264138370743,-0.11,0.12,-0.12,0.001,800.835,800.0725,1.7300000000000182,5.399999999999977,799.9,793.5,8.990939806940807
2016-08-22,799.9,801.78,793.5,793.5,5955,2182.64,-0.218285376668267,-0.0038691710196132644,-0.02,0.26,-0.41,0.001,796.7,797.1700000000001,6.399999999999977,8.279999999999973,798.0,797.1,8.691986481789401
2016-08-23,798.0,801.0,794.28,797.1,6329,2186.9,-0.217786298321541,-0.0033822053275418726,0.27,0.56,-0.01,0.001,797.55,797.595,0.8999999999999773,6.720000000000027,796.3,793.8,8.752897524775305
2016-08-24,796.3,798.46,790.76,793.8,9073,2175.44,-0.216734774243214,-0.00045180541098867956,-0.56,-0.48,0.4,0.001,795.05,794.8299999999999,2.5,7.7000000000000455,790.86,791.39,9.11305824916963
2016-08-25,790.86,794.72,787.23,791.39,8187,2172.47,-0.215130667697304,-0.0037606254827525173,-0.08,0.19,0.48,0.001,791.125,791.05,-0.5299999999999727,7.490000000000009,787.0,793.36,9.010302809376448
