Date,Open,High,Low,Close,Volume,SP500,ADS_Index,Returns,Mkt-RF,SMB,HML,RF,Average_OC,Average_all,O-C,H-L,open_tmr,close_tmr,logVol
2016-01-29,748.0,765.9,744.2,765.03,27411,1940.24,-0.259403266983392,0.04191948768307854,2.57,0.46,0.37,0.0,756.515,755.7825,-17.029999999999973,21.699999999999932,768.83,803.5,10.21869967166673
2016-02-01,768.83,842.99,761.35,803.5,31512,1939.38,-0.295673406460539,0.017289190713824593,-0.04,-0.21,-0.96,0.001,786.165,794.1675,-34.66999999999996,81.63999999999999,804.0,782.45,10.358123704650742
2016-02-02,804.0,813.7,780.6,782.45,49441,1903.03,-0.309383393015571,0.012296899365102303,-2.0,-0.03,-0.34,0.001,793.225,795.1875,21.549999999999955,33.10000000000002,781.0,752.0,10.808535318464235
2016-02-03,781.0,791.43,736.26,752.0,48548,1912.53,-0.323308297613397,0.013069830619668552,0.46,-0.32,0.44,0.001,766.5,765.1725,29.0,55.16999999999996,755.0,726.38,10.790308278226252
2016-02-04,755.0,755.0,722.6,726.38,38349,1915.45,-0.337449930992904,-0.041213667090001696,0.27,0.2,0.32,0.001,740.69,739.745,28.620000000000005,32.39999999999998,728.79,700.67,10.55448373083613
2016-02-05,728.79,730.79,700.02,700.67,41952,1880.05,-0.351810132075527,-0.02616053574572856,-2.06,-1.1,1.75,0.001,714.73,715.0675,28.120000000000005,30.769999999999982,690.32,702.0,10.644281386563426
2016-02-08,690.32,705.8,680.05,702.0,33204,1853.44,-0.395502429785704,-0.03664826575902045,-1.51,-0.02,0.9,0.001,696.1600000000001,694.5425,-11.67999999999995,25.75,698.32,702.65,10.410425629574926
2016-02-09,698.32,720.96,688.5,702.65,31598,1852.21,-0.40955960088024,0.0005681615654138095,-0.1,-0.47,-0.29,0.001,700.485,702.6075000000001,-4.329999999999927,32.460000000000036,712.01,706.8,10.360849106432795
2016-02-10,712.01,723.22,704.26,706.8,22822,1851.86,-0.42336707660893,-0.004469118891297146,0.01,-0.05,-0.56,0.001,709.405,711.5725,5.210000000000036,18.960000000000036,696.8,706.39,10.035480261994625
2016-02-11,696.8,712.32,691.19,706.39,23403,1829.08,-0.436926652440684,0.008281999531660294,-1.17,0.5,-1.47,0.001,701.595,701.6750000000001,-9.590000000000032,21.129999999999995,711.99,706.92,10.060619498256424
2016-02-12,711.99,716.0,701.58,706.92,17637,1864.78,-0.450240091608501,-0.0006934440502926039,1.98,-0.54,1.14,0.001,709.4549999999999,709.1225,5.07000000000005,14.419999999999959,720.0,718.75,9.777754247070364
2016-02-16,720.0,722.88,710.18,718.75,15961,1895.58,-0.500189846672731,0.0007500867148075142,1.78,0.55,-0.56,0.001,719.375,717.9525,1.25,12.700000000000045,722.95,732.11,9.677903525682558
2016-02-17,722.95,733.76,716.61,732.11,18173,1926.82,-0.511266954201991,0.015092983428928102,1.75,-0.05,-0.63,0.001,727.53,726.3575000000001,-9.159999999999968,17.149999999999977,735.64,717.56,9.807692255081262
2016-02-18,735.64,736.0,715.55,717.56,17060,1917.83,-0.521712616881573,0.01977141844276408,-0.51,0.0,0.21,0.001,726.5999999999999,726.1875,18.08000000000004,20.450000000000045,717.51,721.95,9.74449182104567
2016-02-19,717.51,724.03,713.12,721.95,12403,1917.78,-0.531528193023664,-0.019952591139821355,0.06,0.43,-0.62,0.001,719.73,719.1524999999999,-4.440000000000055,10.909999999999968,730.01,729.05,9.42569365781533
2016-02-22,730.01,734.85,723.45,729.05,13516,1945.5,-0.557360843589853,0.006390562330254899,1.43,-0.27,0.24,0.001,729.53,729.34,0.9600000000000364,11.399999999999977,725.0,716.9,9.511629447834181
2016-02-23,725.0,730.9,715.67,716.9,14886,1921.27,-0.565223979854422,0.009564839216291953,-1.22,0.47,-0.52,0.001,720.95,722.1175000000001,8.100000000000023,15.230000000000018,711.85,723.0,9.608176452919857
2016-02-24,711.85,723.6,702.02,723.0,12435,1929.8,-0.572864540724935,-0.01626210910657613,0.53,0.68,-0.32,0.001,717.425,715.1175,-11.149999999999977,21.58000000000004,720.9,729.79,9.428270356237505
2016-02-25,720.9,729.79,713.23,729.79,12897,1951.7,-0.580283519749365,0.005020273506309425,1.1,-0.43,0.23,0.001,725.345,723.4275,-8.889999999999986,16.559999999999945,734.56,724.31,9.464750005164392
